"Section","key","English (reference — do not edit)","Khmer (edit here)","Chinese (edit here)","Notes for Claude"
"Pricing","pricing.comparison.sourceNote","Australian prices sourced from the Australian Dental Association's 2022 fee survey (charges have since risen ~10–25%). Singapore figures are indicative, based on the Ministry of Health (MOH) fee benchmarks for common procedures and typical private-clinic ranges; actual fees vary and are subject to GST.","តម្លៃនៅអូស្ត្រាលីយោងតាមការស្ទង់មតិតម្លៃឆ្នាំ ២០២២ របស់សមាគមទន្តសាស្ត្រអូស្ត្រាលី (តម្លៃបានកើនឡើងប្រមាណ ១០–២៥% ចាប់តាំងពីពេលនោះមក)។ Singapore figures គឺជាតម្លៃណែនាំ ផ្អែកលើតម្លៃយោងរបស់ក្រសួងសុខាភិបាល (MOH) សម្រាប់នីតិវិធីទូទៅ និងជួរតម្លៃធម្មតារបស់គ្លីនិកឯកជន។ តម្លៃជាក់ស្ដែងអាចប្រែប្រួល ហើយត្រូវបង់ពន្ធ GST។","澳大利亚价格来源于澳大利亚牙科协会 2022 年费用调查（此后费用已上涨约 10–25%）。Singapore（新加坡）价格为参考价，依据卫生部 (MOH) 常见项目的费用基准及私立诊所的常见价格区间；实际费用可能有所不同，并需缴纳消费税 (GST)。",""
"Pricing","pricing.comparison.subheading","Every treatment below follows the Australian Dental Association (ADA) schedule, with indicative prices in Australia and Singapore alongside ours. Same international-quality materials and protocols — at a fraction of the cost.","ការព្យាបាលទាំងអស់ខាងក្រោមអនុវត្តតាមស្តង់ដារសមាគមទន្តសាស្ត្រអូស្ត្រាលី (ADA)។ សម្ភារៈ និងប្រូតូកូលព្យាបាលអន្តរជាតិដូចគ្នា ក្នុងតម្លៃទាបជាង។","以下所有治疗均按照澳大利亚牙科协会 (ADA) 标准，并列出澳大利亚和新加坡的参考价格。相同的国际品质材料和方案，费用仅为一小部分。",""
"Pricing","pricing.consultationDisclaimer","*Subject to case complexity. Some cases may incur a consultation fee. All prices in USD. Final pricing confirmed after clinical assessment. Prices subject to change — please contact us for the latest quote.","*អាស្រ័យលើភាពស្មុគស្មាញ។ ករណីមួយចំនួនអាចមានថ្លៃពិគ្រោះ។ តម្លៃទាំងអស់គិតជាដុល្លារអាមេរិក។ តម្លៃចុងក្រោយបញ្ជាក់ក្រោយការពិនិត្យ។ តម្លៃអាចផ្លាស់ប្ដូរ — សូមទាក់ទងយើងសម្រាប់តម្លៃចុងក្រោយបំផុត។","*视病例复杂程度而定。部分病例可能收取咨询费。所有价格以美元计。最终价格在临床评估后确认。价格可能变动——请联系我们获取最新报价。",""
"Pricing","pricing.consultationHeading","Free initial consultation*","ការពិគ្រោះដំបូងឥតគិតថ្លៃ*","免费初诊咨询*",""
"Pricing","pricing.cta.body","Send us your X-rays or photos and we'll provide a detailed treatment plan with exact pricing within two business days — at no charge.","ផ្ញើរូបថត X-ray ឬរូបថតរបស់អ្នក ហើយយើងនឹងផ្ដល់ផែនការព្យាបាលលម្អិតជាមួយតម្លៃជាក់ស្ដែងក្នុងរយៈពេលពីរថ្ងៃធ្វើការ — ឥតគិតថ្លៃ។","发送您的X光片或照片，我们将在两个工作日内提供详细的治疗方案和精确报价——完全免费。",""
"Pricing","pricing.cta.button","Request a Free Quote","ស្នើសុំតម្លៃឥតគិតថ្លៃ","申请免费报价",""
"Pricing","pricing.cta.heading","Get your exact quote","ទទួលតម្លៃជាក់ស្ដែងរបស់អ្នក","获取您的精确报价",""
"Pricing","pricing.free","Free","ឥតគិតថ្លៃ","免费",""
"Pricing","pricing.hero.body","We believe in clear, upfront pricing — no hidden fees. All prices below are in USD and reflect actual treatment costs. Your exact quote will be confirmed after consultation and X-rays.","យើងជឿជាក់លើការកំណត់តម្លៃច្បាស់លាស់ និងបើកចំហ — គ្មានតម្លៃលាក់បាំង។ តម្លៃទាំងអស់ខាងក្រោមគិតជាដុល្លារអាមេរិក ហើយឆ្លុះបញ្ចាំងពីតម្លៃព្យាបាលពិតប្រាកដ។ តម្លៃជាក់ស្ដែងរបស់អ្នកនឹងត្រូវបានបញ្ជាក់ក្រោយការពិគ្រោះ និងថតរូប X-ray។","我们坚持清晰、公开的定价——没有隐藏费用。以下所有价格均以美元计，反映实际治疗费用。您的确切报价将在咨询和X光评估后确认。",""
"Pricing","pricing.hero.consultationNote","*Subject to case complexity. Some cases may incur a consultation fee.","*អាស្រ័យលើភាពស្មុគស្មាញនៃករណី។ ករណីមួយចំនួនអាចមានការគិតថ្លៃពិគ្រោះ។","*视病例复杂程度而定。部分病例可能收取咨询费。",""
"Pricing","pricing.hero.ctaPrimary","Get a Personalised Quote","ទទួលបានតម្លៃព្យាបាលផ្ទាល់ខ្លួន","获取个性化报价",""
"Pricing","pricing.hero.ctaSecondary","International Patients","អ្នកជំងឺអន្តរជាតិ","国际患者",""
"Pricing","pricing.hero.eyebrow","Transparent Pricing","តម្លៃមានតម្លាភាព","透明定价",""
"Pricing","pricing.hero.heading","Treatment Prices","តម្លៃព្យាបាល","治疗价格",""
"Pricing","pricing.internationalCompareLink","Roomchang vs. Australia","Roomchang vs. អូស្ត្រាលី","Roomchang vs. 澳大利亚",""
"Pricing","pricing.internationalCompareNote","Travelling from abroad? See how our prices compare to Australia across the full ADA treatment schedule.","ធ្វើដំណើរមកពីក្រៅប្រទេស? មើលការប្រៀបធៀបតម្លៃរបស់យើងជាមួយអូស្ត្រាលីតាមតារាងព្យាបាល ADA ពេញលេញ។","从海外前来？查看我们的价格与澳大利亚在完整 ADA 治疗项目上的对比。",""
"Pricing","pricing.itemCount","{count, plural, one {# treatment} other {# treatments}}","{count, plural, one {# ការព្យាបាល} other {# ការព្យាបាល}}","{count}项治疗",""
"Pricing","pricing.meta.description","Transparent pricing for dental implants, crowns, orthodontics, veneers, and more at Roomchang Dental Hospital in Phnom Penh, Cambodia.","តម្លៃដែលមានតម្លាភាពសម្រាប់ការដាំបង្គោលធ្មេញ ស្រោបធ្មេញ ពត់តម្រង់ធ្មេញ បិតធ្មេញ និងសេវាកម្មធ្មេញច្រើនទៀតនៅមន្ទីរពេទ្យទន្តសាស្ត្រ Roomchang នៅភ្នំពេញ ប្រទេសកម្ពុជា។","Roomchang牙科医院种植牙、牙冠、正畸、贴面等项目的透明价格，位于柬埔寨金边。",""
"Pricing","pricing.meta.title","Dental Treatment Prices | Roomchang Dental Hospital","តម្លៃព្យាបាលធ្មេញ | មន្ទីរពេទ្យទន្តសាស្ត្រ Roomchang","牙科治疗价格 | Roomchang牙科医院",""
"Pricing","pricing.stat.hiddenFees","Hidden Fees","តម្លៃលាក់បាំង","隐藏费用",""
"Pricing","pricing.stat.vsAusUk","vs. Aus/UK","ធៀបនឹង Aus/UK","对比澳/英",""
"Pricing — implants comparison","implantsComparison.costDrivers.heading","Three things drive the price of a dental implant","កត្តាបីយ៉ាងដែលកំណត់តម្លៃនៃការដាំធ្មេញ","决定种植牙价格的三大因素",""
"Pricing — implants comparison","implantsComparison.costDrivers.intro","Material quality, lab work, and clinical overheads. Only two of those three vary by country — and that's where the savings come from.","គុណភាពសម្ភារៈ ការងារមន្ទីរពិសោធន៍ និងចំណាយប្រតិបត្តិការគ្លីនិក។ មានតែពីរក្នុងចំណោមបីនេះប៉ុណ្ណោះដែលប្រែប្រួលទៅតាមប្រទេស — ហើយនោះជាកន្លែងដែលការសន្សំសំចៃកើតឡើង។","材料质量、技工室加工和临床运营成本。这三项中只有两项会因国家而异——而节省正来自于此。",""
"Pricing — implants comparison","implantsComparison.costDrivers.laboratory.body","Roomchang operates an in-house CAD/CAM dental laboratory. Crowns, bridges, and custom abutments are designed and fabricated on-site — we don't pay a third-party lab markup the way Australian clinics do. That single line item accounts for a large share of the price difference on anything involving a crown or bridge.","Roomchang ដំណើរការមន្ទីរពិសោធន៍ធ្មេញ CAD/CAM ផ្ទាល់ខ្លួន។ គ្រោបធ្មេញ ស្ពានធ្មេញ និង abutment តាមតម្រូវការត្រូវបានរចនា និងផលិតនៅនឹងកន្លែង — យើងមិនបង់ថ្លៃបន្ថែមឱ្យមន្ទីរពិសោធន៍ភាគីទីបី ដូចគ្លីនិកនៅអូស្ត្រាលីធ្វើនោះទេ។ ធាតុតែមួយនេះមានចំណែកធំនៃភាពខុសគ្នានៃតម្លៃ សម្រាប់អ្វីៗដែលពាក់ព័ន្ធនឹងគ្រោបធ្មេញ ឬស្ពានធ្មេញ។","Roomchang 设有自己的 CAD/CAM 牙科技工室。牙冠、牙桥和定制基台均在院内设计和制作——我们无需像澳大利亚诊所那样支付第三方技工室的加价。仅这一项就占了涉及牙冠或牙桥的治疗中价格差异的很大一部分。",""
